,tn_ved,perod,1_country,1_country_sum,1_country_weight,2_country,2_country_sum,2_country_weight,3_country,3_country_sum,3_country_weight,4_country,4_country_sum,4_country_weight,5_country,5_country_sum,5_country_weight
522,79-Цинк и изделия из него,2019,BY-БЕЛАРУСЬ,3487924.04,0.9,KZ-КАЗАХСТАН,271661.75,0.07,AM-АРМЕНИЯ,81269.52,0.02,AZ-АЗЕРБАЙДЖАН,10177.29,0.0,"MD-МОЛДОВА, РЕСПУБЛИКА",6863.32,0.0
523,79-Цинк и изделия из него,2020,BY-БЕЛАРУСЬ,157756.68,0.52,KZ-КАЗАХСТАН,73252.41,0.24,HK-ГОНКОНГ,38586.15,0.13,NL-НИДЕРЛАНДЫ,10921.94,0.04,UZ-УЗБЕКИСТАН,6763.17,0.02
524,79-Цинк и изделия из него,2021,NL-НИДЕРЛАНДЫ,80432.86,0.35,BY-БЕЛАРУСЬ,52572.47,0.23,KZ-КАЗАХСТАН,38504.19,0.17,TR-ТУРЦИЯ,26142.54,0.11,NNN-НЕИЗВЕСТНАЯ СТРАНА,4318.31,0.02
525,80-Олово и изделия из него,2015,CU-КУБА,175247.09,0.49,IN-ИНДИЯ,99658.65,0.28,TM-ТУРКМЕНИСТАН,49396.72,0.14,BY-БЕЛАРУСЬ,21859.66,0.06,NL-НИДЕРЛАНДЫ,3551.51,0.01
526,80-Олово и изделия из него,2016,UZ-УЗБЕКИСТАН,21742.65,0.35,BY-БЕЛАРУСЬ,19113.13,0.3,DZ-АЛЖИР,8666.17,0.14,UA-УКРАИНА,5439.2,0.09,AM-АРМЕНИЯ,2570.16,0.04
527,80-Олово и изделия из него,2017,BY-БЕЛАРУСЬ,62539.1,0.44,UZ-УЗБЕКИСТАН,60129.4,0.42,IN-ИНДИЯ,6363.8,0.04,DZ-АЛЖИР,3760.6,0.03,NL-НИДЕРЛАНДЫ,1951.1,0.01
528,80-Олово и изделия из него,2018,EE-ЭСТОНИЯ,33383513.74,1.0,BY-БЕЛАРУСЬ,62090.96,0.0,UZ-УЗБЕКИСТАН,9153.0,0.0,KZ-КАЗАХСТАН,8545.66,0.0,"MD-МОЛДОВА, РЕСПУБЛИКА",1059.43,0.0
529,80-Олово и изделия из него,2019,BY-БЕЛАРУСЬ,15394.26,0.39,UZ-УЗБЕКИСТАН,8640.0,0.22,AZ-АЗЕРБАЙДЖАН,8591.01,0.22,DZ-АЛЖИР,1359.2,0.03,ML-МАЛИ,1148.36,0.03
530,80-Олово и изделия из него,2020,KZ-КАЗАХСТАН,195013.34,0.78,BY-БЕЛАРУСЬ,34114.49,0.14,NL-НИДЕРЛАНДЫ,8299.8,0.03,PL-ПОЛЬША,7192.56,0.03,TR-ТУРЦИЯ,1685.33,0.01
531,80-Олово и изделия из него,2021,UZ-УЗБЕКИСТАН,101995.53,0.32,BY-БЕЛАРУСЬ,70192.21,0.22,UA-УКРАИНА,46632.41,0.15,KZ-КАЗАХСТАН,43129.63,0.14,IN-ИНДИЯ,30464.52,0.1
532,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2015,IN-ИНДИЯ,9400428.87,0.48,EE-ЭСТОНИЯ,4650303.61,0.24,CN-КИТАЙ,962165.75,0.05,"KR-КОРЕЯ, РЕСПУБЛИКА",827600.0,0.04,UA-УКРАИНА,741880.59,0.04
533,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2016,IN-ИНДИЯ,1677990.53,0.22,NL-НИДЕРЛАНДЫ,1138524.33,0.15,CN-КИТАЙ,1082644.59,0.14,UA-УКРАИНА,897466.85,0.12,"KR-КОРЕЯ, РЕСПУБЛИКА",716171.0,0.1
534,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2017,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,7716571.9,0.39,"KR-КОРЕЯ, РЕСПУБЛИКА",2918824.0,0.15,IN-ИНДИЯ,1901622.3,0.1,CH-ШВЕЙЦАРИЯ,1407570.3,0.07,JP-ЯПОНИЯ,976930.1,0.05
535,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2018,EE-ЭСТОНИЯ,18814491.95,0.66,IN-ИНДИЯ,4230790.04,0.15,SE-ШВЕЦИЯ,896381.92,0.03,US-СОЕДИНЕННЫЕ ШТАТЫ,651100.41,0.02,JP-ЯПОНИЯ,637724.93,0.02
536,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2019,IN-ИНДИЯ,2232396.26,0.25,UA-УКРАИНА,1971677.5,0.22,US-СОЕДИНЕННЫЕ ШТАТЫ,1060514.6,0.12,EE-ЭСТОНИЯ,557387.09,0.06,"MD-МОЛДОВА, РЕСПУБЛИКА",436355.42,0.05
537,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2020,DE-ГЕРМАНИЯ,1344932.35,0.21,NNN-НЕИЗВЕСТНАЯ СТРАНА,977840.32,0.15,UA-УКРАИНА,959042.78,0.15,US-СОЕДИНЕННЫЕ ШТАТЫ,625353.13,0.1,IN-ИНДИЯ,625141.47,0.1
538,81-Прочие недрагоценные металлы; металлокерамика; изделия из них,2021,DE-ГЕРМАНИЯ,3516134.99,0.28,EE-ЭСТОНИЯ,3048380.33,0.25,NL-НИДЕРЛАНДЫ,1754815.13,0.14,UA-УКРАИНА,1166385.52,0.09,US-СОЕДИНЕННЫЕ ШТАТЫ,485017.15,0.04
539,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2015,BY-БЕЛАРУСЬ,9628353.15,0.26,NL-НИДЕРЛАНДЫ,6102097.59,0.16,KZ-КАЗАХСТАН,4585049.15,0.12,TR-ТУРЦИЯ,3921084.7,0.1,UZ-УЗБЕКИСТАН,1671539.73,0.04
540,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2016,NL-НИДЕРЛАНДЫ,7877666.83,0.22,KZ-КАЗАХСТАН,5674759.35,0.16,BY-БЕЛАРУСЬ,4364756.9,0.12,TR-ТУРЦИЯ,3781678.69,0.1,VN-ВЬЕТНАМ,1766256.43,0.05
541,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2017,KZ-КАЗАХСТАН,28277617.2,0.49,BY-БЕЛАРУСЬ,6638653.8,0.12,NL-НИДЕРЛАНДЫ,5432568.9,0.09,TR-ТУРЦИЯ,2955917.0,0.05,EG-ЕГИПЕТ,2207058.3,0.04
542,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2018,KZ-КАЗАХСТАН,14963681.51,0.34,BY-БЕЛАРУСЬ,8611598.97,0.2,NL-НИДЕРЛАНДЫ,3218040.52,0.07,TR-ТУРЦИЯ,2932329.72,0.07,EG-ЕГИПЕТ,1671066.88,0.04
543,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2019,KZ-КАЗАХСТАН,12787793.9,0.31,BY-БЕЛАРУСЬ,10186264.65,0.25,NL-НИДЕРЛАНДЫ,2836636.74,0.07,TR-ТУРЦИЯ,2645247.09,0.06,UZ-УЗБЕКИСТАН,1528983.86,0.04
544,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2020,KZ-КАЗАХСТАН,12732521.88,0.32,BY-БЕЛАРУСЬ,9679957.84,0.25,DZ-АЛЖИР,1972899.82,0.05,UZ-УЗБЕКИСТАН,1846465.54,0.05,TR-ТУРЦИЯ,1695918.51,0.04
545,"82-Инструменты, приспособления, ножевые изделия, ложки и вилки из недрагоценных металлов; их части из недрагоценных металлов",2021,BY-БЕЛАРУСЬ,17523077.04,0.3,KZ-КАЗАХСТАН,16037991.01,0.28,DZ-АЛЖИР,4253485.58,0.07,NL-НИДЕРЛАНДЫ,3135185.16,0.05,VN-ВЬЕТНАМ,2749132.72,0.05
546,83-Прочие изделия из недрагоценных металлов,2015,BY-БЕЛАРУСЬ,7306979.43,0.4,KZ-КАЗАХСТАН,4350473.43,0.24,UZ-УЗБЕКИСТАН,1213917.43,0.07,DE-ГЕРМАНИЯ,714755.83,0.04,IN-ИНДИЯ,639224.42,0.04
547,83-Прочие изделия из недрагоценных металлов,2016,BY-БЕЛАРУСЬ,8828591.81,0.36,KZ-КАЗАХСТАН,5282524.25,0.22,UZ-УЗБЕКИСТАН,1879782.23,0.08,AO-АНГОЛА,1358459.39,0.06,LT-ЛИТВА,1023517.69,0.04
548,83-Прочие изделия из недрагоценных металлов,2017,BY-БЕЛАРУСЬ,12031297.3,0.35,KZ-КАЗАХСТАН,6015184.3,0.17,CN-КИТАЙ,3827593.5,0.11,IN-ИНДИЯ,2397655.1,0.07,DZ-АЛЖИР,1829612.2,0.05
549,83-Прочие изделия из недрагоценных металлов,2018,BY-БЕЛАРУСЬ,15707079.88,0.37,PL-ПОЛЬША,8402358.3,0.2,KZ-КАЗАХСТАН,6101144.47,0.15,UZ-УЗБЕКИСТАН,2477019.34,0.06,DE-ГЕРМАНИЯ,996294.82,0.02
550,83-Прочие изделия из недрагоценных металлов,2019,BY-БЕЛАРУСЬ,18805750.09,0.38,PL-ПОЛЬША,8737908.89,0.18,KZ-КАЗАХСТАН,7403224.15,0.15,UZ-УЗБЕКИСТАН,2381660.46,0.05,AM-АРМЕНИЯ,1933331.27,0.04
551,83-Прочие изделия из недрагоценных металлов,2020,BY-БЕЛАРУСЬ,19644231.85,0.44,KZ-КАЗАХСТАН,8268524.26,0.18,PL-ПОЛЬША,7265142.31,0.16,UZ-УЗБЕКИСТАН,1588830.65,0.04,AM-АРМЕНИЯ,867378.34,0.02
552,83-Прочие изделия из недрагоценных металлов,2021,BY-БЕЛАРУСЬ,24877621.19,0.4,KZ-КАЗАХСТАН,12386241.1,0.2,PL-ПОЛЬША,11570101.0,0.19,AM-АРМЕНИЯ,1391169.11,0.02,UZ-УЗБЕКИСТАН,1147243.81,0.02
553,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2015,CN-КИТАЙ,865904568.13,0.36,CZ-ЧЕХИЯ,216672266.89,0.09,KZ-КАЗАХСТАН,128424042.65,0.05,BY-БЕЛАРУСЬ,114653612.62,0.05,DE-ГЕРМАНИЯ,112345423.77,0.05
554,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2016,CN-КИТАЙ,699780229.65,0.31,CZ-ЧЕХИЯ,195743913.86,0.09,KZ-КАЗАХСТАН,147287040.12,0.07,IN-ИНДИЯ,124083403.89,0.06,DE-ГЕРМАНИЯ,113677776.55,0.05
555,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2017,CN-КИТАЙ,758933361.8,0.26,IN-ИНДИЯ,324452594.7,0.11,BG-БОЛГАРИЯ,288282185.2,0.1,KZ-КАЗАХСТАН,178237286.7,0.06,BY-БЕЛАРУСЬ,177661880.8,0.06
556,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2018,CN-КИТАЙ,658435285.13,0.23,BY-БЕЛАРУСЬ,286077072.18,0.1,IN-ИНДИЯ,264833769.76,0.09,KZ-КАЗАХСТАН,236766568.4,0.08,DE-ГЕРМАНИЯ,134197382.01,0.05
557,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2019,CN-КИТАЙ,842615828.39,0.3,KZ-КАЗАХСТАН,300866154.69,0.11,BY-БЕЛАРУСЬ,278090006.72,0.1,IN-ИНДИЯ,160298449.18,0.06,CZ-ЧЕХИЯ,143192146.54,0.05
558,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2020,CN-КИТАЙ,740041895.11,0.33,KZ-КАЗАХСТАН,287110765.18,0.13,BY-БЕЛАРУСЬ,246792916.17,0.11,CZ-ЧЕХИЯ,159662506.87,0.07,IN-ИНДИЯ,77726547.01,0.03
559,"84-Реакторы ядерные, котлы, оборудование и механические устройства; их части",2021,CN-КИТАЙ,805784005.62,0.25,KZ-КАЗАХСТАН,407463927.66,0.13,BY-БЕЛАРУСЬ,360568373.61,0.11,FR-ФРАНЦИЯ,168933561.2,0.05,DE-ГЕРМАНИЯ,150994456.38,0.05
560,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2015,BY-БЕЛАРУСЬ,189069686.33,0.16,IN-ИНДИЯ,170587018.81,0.14,KZ-КАЗАХСТАН,137647394.22,0.12,DE-ГЕРМАНИЯ,75423211.2,0.06,BD-БАНГЛАДЕШ,63179093.66,0.05
561,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2016,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,393118350.18,0.21,BY-БЕЛАРУСЬ,212480076.22,0.11,KZ-КАЗАХСТАН,173450991.87,0.09,IN-ИНДИЯ,167767062.68,0.09,DZ-АЛЖИР,136236254.3,0.07
562,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2017,CN-КИТАЙ,258818217.9,0.15,BY-БЕЛАРУСЬ,248062947.3,0.15,KZ-КАЗАХСТАН,242319584.8,0.14,IN-ИНДИЯ,127942227.6,0.08,DZ-АЛЖИР,100420599.7,0.06
563,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2018,BY-БЕЛАРУСЬ,339573148.78,0.21,KZ-КАЗАХСТАН,275931707.0,0.17,IN-ИНДИЯ,119891512.79,0.07,AZ-АЗЕРБАЙДЖАН,111293125.75,0.07,EG-ЕГИПЕТ,107738428.26,0.07
564,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2019,TR-ТУРЦИЯ,390556317.9,0.19,BY-БЕЛАРУСЬ,366749929.21,0.18,KZ-КАЗАХСТАН,278165230.21,0.13,EG-ЕГИПЕТ,193588747.01,0.09,AZ-АЗЕРБАЙДЖАН,128356321.65,0.06
565,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2020,BY-БЕЛАРУСЬ,270712490.64,0.19,KZ-КАЗАХСТАН,264820450.45,0.19,AZ-АЗЕРБАЙДЖАН,124618565.92,0.09,IN-ИНДИЯ,114017702.96,0.08,EG-ЕГИПЕТ,99996819.81,0.07
566,"85-Электрические машины и оборудование, их части; звукозаписывающая и звуковоспроизводящая аппаратура, аппаратура для записи и воспроизведения телевизионного изображения и звука, их части и принадлежности",2021,KZ-КАЗАХСТАН,337615091.27,0.18,BY-БЕЛАРУСЬ,289807022.17,0.16,AZ-АЗЕРБАЙДЖАН,171810251.15,0.09,DZ-АЛЖИР,168552195.88,0.09,IN-ИНДИЯ,123680499.19,0.07
567,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2015,RS-СЕРБИЯ,14431288.91,0.38,KZ-КАЗАХСТАН,7863591.27,0.21,BY-БЕЛАРУСЬ,2955307.52,0.08,LT-ЛИТВА,2646265.39,0.07,SK-СЛОВАКИЯ,1665748.88,0.04
568,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2016,RS-СЕРБИЯ,84952000.0,0.64,CN-КИТАЙ,17665159.81,0.13,BY-БЕЛАРУСЬ,8234683.61,0.06,KZ-КАЗАХСТАН,7865067.2,0.06,UA-УКРАИНА,3822485.51,0.03
569,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2017,KZ-КАЗАХСТАН,20183351.8,0.25,BY-БЕЛАРУСЬ,18588327.2,0.23,CU-КУБА,17717362.6,0.22,UA-УКРАИНА,9755627.3,0.12,MN-МОНГОЛИЯ,8126192.6,0.1
570,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2018,KZ-КАЗАХСТАН,43032974.13,0.33,BY-БЕЛАРУСЬ,35325966.21,0.27,CU-КУБА,34051504.78,0.26,UA-УКРАИНА,7831490.09,0.06,ES-ИСПАНИЯ,2349551.58,0.02
571,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2019,KZ-КАЗАХСТАН,74551739.33,0.53,BY-БЕЛАРУСЬ,27716591.66,0.2,AZ-АЗЕРБАЙДЖАН,9932492.95,0.07,CU-КУБА,9908787.55,0.07,LT-ЛИТВА,4156373.97,0.03
572,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2020,KZ-КАЗАХСТАН,24656077.18,0.33,BY-БЕЛАРУСЬ,20576885.69,0.27,NNN-НЕИЗВЕСТНАЯ СТРАНА,9443051.09,0.13,UZ-УЗБЕКИСТАН,3826870.36,0.05,MN-МОНГОЛИЯ,2805251.15,0.04
573,"86-Железнодорожные локомотивы или моторные вагоны трамвая, подвижной состав и их части; путевое оборудование и устройства для железных дорог или трамвайных путей и их части; механическое (включая электромеханическое) сигнальное оборудование всех видов",2021,KZ-КАЗАХСТАН,31946109.32,0.36,BY-БЕЛАРУСЬ,22074907.59,0.25,HU-ВЕНГРИЯ,6950554.05,0.08,NNN-НЕИЗВЕСТНАЯ СТРАНА,6191737.07,0.07,UA-УКРАИНА,4603149.95,0.05
574,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2015,KZ-КАЗАХСТАН,173714420.77,0.23,EG-ЕГИПЕТ,171023826.57,0.23,BY-БЕЛАРУСЬ,102687883.96,0.14,DZ-АЛЖИР,101468968.95,0.13,VE-ВЕНЕСУЭЛА БОЛИВАРИАНСКАЯ РЕСПУБЛИКА,44174000.92,0.06
575,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2016,EG-ЕГИПЕТ,215866558.4,0.23,BY-БЕЛАРУСЬ,145707019.66,0.16,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,116778680.18,0.13,CN-КИТАЙ,90678690.93,0.1,KZ-КАЗАХСТАН,88178164.09,0.1
576,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2017,EG-ЕГИПЕТ,312752566.7,0.29,BY-БЕЛАРУСЬ,201335679.3,0.19,DZ-АЛЖИР,197141906.3,0.18,KZ-КАЗАХСТАН,106031652.9,0.1,NL-НИДЕРЛАНДЫ,42811578.2,0.04
577,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2018,BY-БЕЛАРУСЬ,220119527.11,0.31,KZ-КАЗАХСТАН,145146100.65,0.2,DZ-АЛЖИР,93260678.25,0.13,CZ-ЧЕХИЯ,73118339.75,0.1,AM-АРМЕНИЯ,26719641.7,0.04
578,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2019,BY-БЕЛАРУСЬ,241025482.71,0.25,CZ-ЧЕХИЯ,203106775.98,0.21,KZ-КАЗАХСТАН,171643381.96,0.18,TR-ТУРЦИЯ,145719871.81,0.15,DZ-АЛЖИР,46759655.51,0.05
579,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2020,KZ-КАЗАХСТАН,181167163.08,0.3,DZ-АЛЖИР,152572305.61,0.25,BY-БЕЛАРУСЬ,137524194.87,0.22,EG-ЕГИПЕТ,29136090.33,0.05,CN-КИТАЙ,15643421.16,0.03
580,"87-Средства наземного транспорта, кроме железнодорожного или трамвайного подвижного состава, и их части и принадлежности",2021,KZ-КАЗАХСТАН,195949361.8,0.31,BY-БЕЛАРУСЬ,186330638.63,0.29,UZ-УЗБЕКИСТАН,85597431.67,0.13,DZ-АЛЖИР,37591915.22,0.06,DE-ГЕРМАНИЯ,23634798.28,0.04
581,"89-Суда, лодки и плавучие конструкции",2015,SG-СИНГАПУР,76329862.07,0.62,MH-МАРШАЛЛОВЫ ОСТРОВА,14761660.0,0.12,AO-АНГОЛА,10270077.0,0.08,TR-ТУРЦИЯ,9327323.29,0.08,LT-ЛИТВА,5949295.43,0.05
582,"89-Суда, лодки и плавучие конструкции",2016,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,56860239.0,0.59,EE-ЭСТОНИЯ,22800880.87,0.23,TR-ТУРЦИЯ,6905574.3,0.07,GE-ГРУЗИЯ,6599651.42,0.07,AO-АНГОЛА,1666624.03,0.02
583,"89-Суда, лодки и плавучие конструкции",2017,TR-ТУРЦИЯ,62681174.1,0.8,TM-ТУРКМЕНИСТАН,7071695.0,0.09,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,4365053.1,0.06,DE-ГЕРМАНИЯ,1141946.8,0.01,ME-ЧЕРНОГОРИЯ,782599.8,0.01
584,"89-Суда, лодки и плавучие конструкции",2018,LT-ЛИТВА,13657728.37,0.31,NL-НИДЕРЛАНДЫ,11184730.02,0.25,AZ-АЗЕРБАЙДЖАН,4441508.22,0.1,TR-ТУРЦИЯ,3991991.64,0.09,BG-БОЛГАРИЯ,2633128.44,0.06
585,"89-Суда, лодки и плавучие конструкции",2019,DE-ГЕРМАНИЯ,66155310.87,0.65,FI-ФИНЛЯНДИЯ,18891787.41,0.18,TR-ТУРЦИЯ,8504773.81,0.08,FR-ФРАНЦИЯ,3563085.48,0.03,NO-НОРВЕГИЯ,2340030.8,0.02
586,"89-Суда, лодки и плавучие конструкции",2020,DE-ГЕРМАНИЯ,67172808.22,0.45,NO-НОРВЕГИЯ,41194233.96,0.28,NL-НИДЕРЛАНДЫ,24590617.23,0.17,BG-БОЛГАРИЯ,3750000.0,0.03,CY-КИПР,3237578.9,0.02
587,"89-Суда, лодки и плавучие конструкции",2021,NNN-НЕИЗВЕСТНАЯ СТРАНА,42455914.74,0.7,DE-ГЕРМАНИЯ,4976782.06,0.08,TR-ТУРЦИЯ,2394359.46,0.04,BD-БАНГЛАДЕШ,2330800.0,0.04,GR-ГРЕЦИЯ,1963662.42,0.03
588,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2015,IN-ИНДИЯ,73763864.37,0.16,DE-ГЕРМАНИЯ,49140129.62,0.11,CN-КИТАЙ,39606503.46,0.09,MM-МЬЯНМА,38297975.86,0.08,KZ-КАЗАХСТАН,32100129.23,0.07
589,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2016,IN-ИНДИЯ,101350742.41,0.18,DZ-АЛЖИР,69205192.65,0.12,CN-КИТАЙ,54467635.38,0.1,VN-ВЬЕТНАМ,45254770.42,0.08,DE-ГЕРМАНИЯ,41879254.71,0.07
590,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2017,DZ-АЛЖИР,227687433.0,0.31,IN-ИНДИЯ,86413994.3,0.12,EG-ЕГИПЕТ,58880413.6,0.08,DE-ГЕРМАНИЯ,46266753.8,0.06,CN-КИТАЙ,44565015.1,0.06
591,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2018,EG-ЕГИПЕТ,81977567.64,0.15,DZ-АЛЖИР,73774484.4,0.13,DE-ГЕРМАНИЯ,54435334.78,0.1,KZ-КАЗАХСТАН,41406716.59,0.08,BY-БЕЛАРУСЬ,39156906.89,0.07
592,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2019,IN-ИНДИЯ,109942841.32,0.19,CN-КИТАЙ,54300686.29,0.09,KZ-КАЗАХСТАН,51072624.62,0.09,BY-БЕЛАРУСЬ,42890248.83,0.07,TR-ТУРЦИЯ,38676950.36,0.07
593,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2020,IN-ИНДИЯ,126358694.36,0.25,BY-БЕЛАРУСЬ,58352372.58,0.12,KZ-КАЗАХСТАН,56880389.78,0.11,CN-КИТАЙ,48471042.54,0.1,DZ-АЛЖИР,42434978.0,0.09
594,"90-Инструменты и аппараты оптические, фотографические, кинематографические, измерительные, контрольные, прецизионные, медицинские или хирургические; их части и принадлежности",2021,KZ-КАЗАХСТАН,86559521.35,0.15,DZ-АЛЖИР,81828354.36,0.14,BY-БЕЛАРУСЬ,55838124.62,0.1,IN-ИНДИЯ,54680802.97,0.1,DE-ГЕРМАНИЯ,48419479.38,0.09
595,91-Часы всех видов и их части,2015,KZ-КАЗАХСТАН,3925520.74,0.39,CH-ШВЕЙЦАРИЯ,2670603.31,0.27,BY-БЕЛАРУСЬ,853138.15,0.09,AM-АРМЕНИЯ,800631.24,0.08,IN-ИНДИЯ,319332.87,0.03
596,91-Часы всех видов и их части,2016,NL-НИДЕРЛАНДЫ,12863642.32,0.55,KZ-КАЗАХСТАН,3740317.1,0.16,CH-ШВЕЙЦАРИЯ,2388778.18,0.1,IN-ИНДИЯ,736166.14,0.03,BY-БЕЛАРУСЬ,647828.67,0.03
597,91-Часы всех видов и их части,2017,KZ-КАЗАХСТАН,4355022.3,0.32,CH-ШВЕЙЦАРИЯ,3412554.7,0.25,NL-НИДЕРЛАНДЫ,2232814.4,0.16,BY-БЕЛАРУСЬ,1118735.5,0.08,AM-АРМЕНИЯ,519829.4,0.04
598,91-Часы всех видов и их части,2018,KZ-КАЗАХСТАН,3731767.91,0.37,CH-ШВЕЙЦАРИЯ,1783268.84,0.18,BY-БЕЛАРУСЬ,1562219.04,0.15,AM-АРМЕНИЯ,754036.42,0.07,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,560054.0,0.06
599,91-Часы всех видов и их части,2019,CH-ШВЕЙЦАРИЯ,6838089.04,0.4,KZ-КАЗАХСТАН,4386637.05,0.25,BY-БЕЛАРУСЬ,1823253.55,0.11,AM-АРМЕНИЯ,1147759.0,0.07,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,936113.15,0.05
600,91-Часы всех видов и их части,2020,CH-ШВЕЙЦАРИЯ,4715601.83,0.36,KZ-КАЗАХСТАН,2960470.98,0.23,BY-БЕЛАРУСЬ,1590120.98,0.12,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,956425.49,0.07,AM-АРМЕНИЯ,688659.02,0.05
601,91-Часы всех видов и их части,2021,KZ-КАЗАХСТАН,5339626.13,0.31,CH-ШВЕЙЦАРИЯ,5033501.42,0.29,BY-БЕЛАРУСЬ,1954812.06,0.11,AM-АРМЕНИЯ,1167879.35,0.07,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,1063944.77,0.06
