,tn_ved,perod,1_country,1_country_sum,1_country_weight,2_country,2_country_sum,2_country_weight,3_country,3_country_sum,3_country_weight,4_country,4_country_sum,4_country_weight,5_country,5_country_sum,5_country_weight
82,"12-Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж",2020,TR-ТУРЦИЯ,88644783.42,0.66,RO-РУМЫНИЯ,11868533.02,0.09,BG-БОЛГАРИЯ,8391954.14,0.06,KZ-КАЗАХСТАН,6162067.4,0.05,CN-КИТАЙ,6082553.11,0.05
83,"12-Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж",2021,TR-ТУРЦИЯ,25958418.65,0.28,CN-КИТАЙ,25348054.03,0.27,KZ-КАЗАХСТАН,12896309.81,0.14,BE-БЕЛЬГИЯ,11670280.08,0.13,BY-БЕЛАРУСЬ,3432750.08,0.04
84,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2015,BY-БЕЛАРУСЬ,155336.66,0.4,EG-ЕГИПЕТ,49715.03,0.13,KG-КЫРГЫЗСТАН,34200.02,0.09,FR-ФРАНЦИЯ,28445.25,0.07,KZ-КАЗАХСТАН,24368.54,0.06
85,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2016,BY-БЕЛАРУСЬ,147434.23,0.37,EG-ЕГИПЕТ,49627.84,0.13,US-СОЕДИНЕННЫЕ ШТАТЫ,42370.46,0.11,KZ-КАЗАХСТАН,38226.59,0.1,UA-УКРАИНА,31987.11,0.08
86,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2017,BY-БЕЛАРУСЬ,317932.3,0.35,KZ-КАЗАХСТАН,225547.1,0.25,EG-ЕГИПЕТ,128614.4,0.14,US-СОЕДИНЕННЫЕ ШТАТЫ,61582.0,0.07,KG-КЫРГЫЗСТАН,42786.2,0.05
87,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2018,KZ-КАЗАХСТАН,502519.87,0.44,BY-БЕЛАРУСЬ,318519.77,0.28,IT-ИТАЛИЯ,108847.41,0.1,EG-ЕГИПЕТ,79129.78,0.07,KG-КЫРГЫЗСТАН,27857.55,0.02
88,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2019,BY-БЕЛАРУСЬ,520990.63,0.36,KZ-КАЗАХСТАН,512513.81,0.35,PL-ПОЛЬША,88849.8,0.06,UA-УКРАИНА,85662.19,0.06,EG-ЕГИПЕТ,65380.41,0.05
89,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2020,BY-БЕЛАРУСЬ,613924.44,0.51,KZ-КАЗАХСТАН,338807.21,0.28,AM-АРМЕНИЯ,90422.68,0.08,EG-ЕГИПЕТ,63107.8,0.05,PL-ПОЛЬША,26332.73,0.02
90,"13-Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты",2021,BY-БЕЛАРУСЬ,487549.11,0.52,KZ-КАЗАХСТАН,128147.87,0.14,AM-АРМЕНИЯ,73822.19,0.08,US-СОЕДИНЕННЫЕ ШТАТЫ,59522.07,0.06,KG-КЫРГЫЗСТАН,58714.73,0.06
91,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2015,PL-ПОЛЬША,1088700.79,0.76,CN-КИТАЙ,165689.35,0.12,CY-КИПР,114892.1,0.08,CZ-ЧЕХИЯ,37283.07,0.03,AZ-АЗЕРБАЙДЖАН,9276.08,0.01
92,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2016,CN-КИТАЙ,391229.32,0.67,PL-ПОЛЬША,103769.13,0.18,EE-ЭСТОНИЯ,24552.28,0.04,KZ-КАЗАХСТАН,17414.46,0.03,CY-КИПР,16885.49,0.03
93,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2017,CN-КИТАЙ,907470.9,0.8,PL-ПОЛЬША,92344.9,0.08,CZ-ЧЕХИЯ,32023.3,0.03,LV-ЛАТВИЯ,31243.6,0.03,BY-БЕЛАРУСЬ,17073.7,0.02
94,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2018,CN-КИТАЙ,252685.04,0.23,PL-ПОЛЬША,250890.38,0.23,TM-ТУРКМЕНИСТАН,222022.59,0.2,"KR-КОРЕЯ, РЕСПУБЛИКА",137758.25,0.12,LT-ЛИТВА,66908.75,0.06
95,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2019,PL-ПОЛЬША,1107478.53,0.64,TM-ТУРКМЕНИСТАН,185800.0,0.11,KZ-КАЗАХСТАН,135837.64,0.08,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,65578.14,0.04,LV-ЛАТВИЯ,64560.91,0.04
96,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2020,PL-ПОЛЬША,590834.34,0.65,KZ-КАЗАХСТАН,141331.53,0.16,CZ-ЧЕХИЯ,60903.81,0.07,LV-ЛАТВИЯ,32624.85,0.04,DE-ГЕРМАНИЯ,27571.04,0.03
97,"14-Растительные материалы для изготовления плетеных изделий; прочие продукты растительного происхождения, в другом месте не поименованные или не включенные",2021,KZ-КАЗАХСТАН,166071.98,0.33,PL-ПОЛЬША,156685.6,0.31,UA-УКРАИНА,51669.09,0.1,BY-БЕЛАРУСЬ,32152.92,0.06,LV-ЛАТВИЯ,27369.36,0.05
98,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2015,EG-ЕГИПЕТ,29815998.15,0.53,OM-ОМАН,4372381.97,0.08,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,4370990.39,0.08,TR-ТУРЦИЯ,3334278.16,0.06,CN-КИТАЙ,3005129.28,0.05
99,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2016,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,14650748.07,0.26,KZ-КАЗАХСТАН,10082459.95,0.18,EG-ЕГИПЕТ,8963348.19,0.16,TR-ТУРЦИЯ,8926012.4,0.16,KG-КЫРГЫЗСТАН,4515027.19,0.08
100,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2017,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,46155762.9,0.47,KZ-КАЗАХСТАН,16525903.7,0.17,TR-ТУРЦИЯ,10208120.8,0.1,KG-КЫРГЫЗСТАН,5050140.7,0.05,LT-ЛИТВА,3453778.3,0.04
101,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2018,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,78617413.71,0.65,KZ-КАЗАХСТАН,15462827.32,0.13,KG-КЫРГЫЗСТАН,4785143.14,0.04,BY-БЕЛАРУСЬ,3509146.11,0.03,NL-НИДЕРЛАНДЫ,3243533.73,0.03
102,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2019,IR-ИРАН ИСЛАМСКАЯ РЕСПУБЛИКА,82062068.52,0.54,NNN-НЕИЗВЕСТНАЯ СТРАНА,22250873.22,0.15,KZ-КАЗАХСТАН,11960372.62,0.08,BY-БЕЛАРУСЬ,6859746.5,0.05,KG-КЫРГЫЗСТАН,4636666.58,0.03
103,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2020,NNN-НЕИЗВЕСТНАЯ СТРАНА,80916319.59,0.6,KZ-КАЗАХСТАН,13026838.47,0.1,BY-БЕЛАРУСЬ,8916763.24,0.07,NL-НИДЕРЛАНДЫ,6639033.0,0.05,CN-КИТАЙ,5551470.86,0.04
104,15-Жиры и масла животного или растительного происхождения и продукты их расщепления; готовые пищевые жиры; воски животного или растительного происхождения,2021,NNN-НЕИЗВЕСТНАЯ СТРАНА,62078198.49,0.42,KZ-КАЗАХСТАН,18921216.36,0.13,BY-БЕЛАРУСЬ,17119114.3,0.12,CN-КИТАЙ,10103949.65,0.07,PL-ПОЛЬША,8268346.57,0.06
105,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2015,KZ-КАЗАХСТАН,23089546.44,0.74,AZ-АЗЕРБАЙДЖАН,1680549.5,0.05,BY-БЕЛАРУСЬ,1294927.4,0.04,GE-ГРУЗИЯ,889619.5,0.03,"MD-МОЛДОВА, РЕСПУБЛИКА",704217.58,0.02
106,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2016,KZ-КАЗАХСТАН,21603332.78,0.64,AZ-АЗЕРБАЙДЖАН,3887024.53,0.12,BY-БЕЛАРУСЬ,1694812.5,0.05,UA-УКРАИНА,993165.84,0.03,GE-ГРУЗИЯ,910722.27,0.03
107,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2017,KZ-КАЗАХСТАН,29111224.6,0.58,AZ-АЗЕРБАЙДЖАН,6101612.4,0.12,BY-БЕЛАРУСЬ,4328432.2,0.09,KG-КЫРГЫЗСТАН,2424062.5,0.05,UA-УКРАИНА,2097507.6,0.04
108,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2018,KZ-КАЗАХСТАН,31795162.42,0.57,AZ-АЗЕРБАЙДЖАН,7125083.93,0.13,BY-БЕЛАРУСЬ,6717963.76,0.12,UA-УКРАИНА,2473432.33,0.04,GE-ГРУЗИЯ,1286054.37,0.02
109,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2019,KZ-КАЗАХСТАН,34525349.09,0.52,AZ-АЗЕРБАЙДЖАН,9784302.37,0.15,BY-БЕЛАРУСЬ,8283976.81,0.13,UA-УКРАИНА,2961861.19,0.04,TJ-ТАДЖИКИСТАН,1469423.2,0.02
110,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2020,KZ-КАЗАХСТАН,35863569.32,0.52,AZ-АЗЕРБАЙДЖАН,8287742.19,0.12,BY-БЕЛАРУСЬ,6800829.06,0.1,UA-УКРАИНА,3431223.65,0.05,KG-КЫРГЫЗСТАН,2336820.02,0.03
111,"16-Готовые продукты из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных",2021,KZ-КАЗАХСТАН,49078692.45,0.56,AZ-АЗЕРБАЙДЖАН,9092444.41,0.1,BY-БЕЛАРУСЬ,7873558.99,0.09,UA-УКРАИНА,3516900.22,0.04,KG-КЫРГЫЗСТАН,3003993.47,0.03
112,17-Сахар и кондитерские изделия из сахара,2015,BY-БЕЛАРУСЬ,7769278.29,0.28,AZ-АЗЕРБАЙДЖАН,3501074.24,0.13,KZ-КАЗАХСТАН,3109109.01,0.11,ES-ИСПАНИЯ,2471490.85,0.09,MN-МОНГОЛИЯ,1249196.26,0.04
113,17-Сахар и кондитерские изделия из сахара,2016,KZ-КАЗАХСТАН,11284941.54,0.24,BY-БЕЛАРУСЬ,9124786.06,0.2,KG-КЫРГЫЗСТАН,4377315.81,0.09,UA-УКРАИНА,3155025.66,0.07,AZ-АЗЕРБАЙДЖАН,3143198.22,0.07
114,17-Сахар и кондитерские изделия из сахара,2017,KZ-КАЗАХСТАН,36994976.0,0.36,BY-БЕЛАРУСЬ,14307578.7,0.14,KG-КЫРГЫЗСТАН,8963858.1,0.09,AM-АРМЕНИЯ,7462978.0,0.07,ES-ИСПАНИЯ,6500206.0,0.06
115,17-Сахар и кондитерские изделия из сахара,2018,KZ-КАЗАХСТАН,76982720.8,0.59,BY-БЕЛАРУСЬ,15977712.86,0.12,KG-КЫРГЫЗСТАН,7092757.77,0.05,ES-ИСПАНИЯ,4570706.09,0.04,AM-АРМЕНИЯ,2580753.93,0.02
116,17-Сахар и кондитерские изделия из сахара,2019,KZ-КАЗАХСТАН,79604687.86,0.62,BY-БЕЛАРУСЬ,11657334.32,0.09,ES-ИСПАНИЯ,7271919.13,0.06,UA-УКРАИНА,4344003.12,0.03,KG-КЫРГЫЗСТАН,3417031.88,0.03
117,17-Сахар и кондитерские изделия из сахара,2020,KZ-КАЗАХСТАН,92135063.39,0.63,BY-БЕЛАРУСЬ,9794882.53,0.07,ES-ИСПАНИЯ,9418636.38,0.06,KG-КЫРГЫЗСТАН,4895505.41,0.03,UA-УКРАИНА,3799057.29,0.03
118,17-Сахар и кондитерские изделия из сахара,2021,KZ-КАЗАХСТАН,112158530.67,0.64,BY-БЕЛАРУСЬ,11401384.04,0.06,KG-КЫРГЫЗСТАН,10171185.31,0.06,DK-ДАНИЯ,5754104.98,0.03,UA-УКРАИНА,5452445.98,0.03
119,18-Какао и продукты из него,2015,BY-БЕЛАРУСЬ,13716535.57,0.19,KZ-КАЗАХСТАН,11295542.1,0.16,MN-МОНГОЛИЯ,6837480.03,0.1,AZ-АЗЕРБАЙДЖАН,5518368.01,0.08,DE-ГЕРМАНИЯ,5494815.58,0.08
120,18-Какао и продукты из него,2016,BY-БЕЛАРУСЬ,17194206.28,0.2,KZ-КАЗАХСТАН,14328753.08,0.17,CN-КИТАЙ,5970600.32,0.07,DE-ГЕРМАНИЯ,5815674.81,0.07,AZ-АЗЕРБАЙДЖАН,5546692.76,0.06
121,18-Какао и продукты из него,2017,BY-БЕЛАРУСЬ,19134147.3,0.2,KZ-КАЗАХСТАН,14687709.5,0.15,MN-МОНГОЛИЯ,6848904.8,0.07,DE-ГЕРМАНИЯ,6383289.2,0.07,UA-УКРАИНА,6229542.7,0.07
122,18-Какао и продукты из него,2018,BY-БЕЛАРУСЬ,20470229.44,0.22,KZ-КАЗАХСТАН,12786842.63,0.14,MN-МОНГОЛИЯ,8317426.08,0.09,DE-ГЕРМАНИЯ,6207823.75,0.07,AM-АРМЕНИЯ,5456343.48,0.06
123,18-Какао и продукты из него,2019,KZ-КАЗАХСТАН,12895619.58,0.15,MN-МОНГОЛИЯ,8432981.28,0.1,CN-КИТАЙ,7583042.35,0.09,BY-БЕЛАРУСЬ,7484925.43,0.09,DE-ГЕРМАНИЯ,6120722.68,0.07
124,18-Какао и продукты из него,2020,BY-БЕЛАРУСЬ,16564356.94,0.18,KZ-КАЗАХСТАН,13503133.03,0.15,MN-МОНГОЛИЯ,8011645.62,0.09,DE-ГЕРМАНИЯ,6072398.2,0.07,AZ-АЗЕРБАЙДЖАН,5533431.61,0.06
125,18-Какао и продукты из него,2021,BY-БЕЛАРУСЬ,25923544.72,0.21,KZ-КАЗАХСТАН,17182000.45,0.14,MN-МОНГОЛИЯ,11157978.77,0.09,UZ-УЗБЕКИСТАН,7770686.66,0.06,CN-КИТАЙ,6669181.46,0.05
126,"19-Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",2015,BY-БЕЛАРУСЬ,26369435.04,0.27,KZ-КАЗАХСТАН,22700210.86,0.23,AZ-АЗЕРБАЙДЖАН,8536450.02,0.09,KG-КЫРГЫЗСТАН,6655120.1,0.07,MN-МОНГОЛИЯ,3677322.7,0.04
127,"19-Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",2016,KZ-КАЗАХСТАН,26706734.85,0.27,BY-БЕЛАРУСЬ,23796303.09,0.24,AZ-АЗЕРБАЙДЖАН,6085389.13,0.06,UZ-УЗБЕКИСТАН,5111274.65,0.05,GE-ГРУЗИЯ,3811766.62,0.04
128,"19-Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",2017,KZ-КАЗАХСТАН,31192779.6,0.28,BY-БЕЛАРУСЬ,28842998.4,0.26,AZ-АЗЕРБАЙДЖАН,7346960.0,0.07,UZ-УЗБЕКИСТАН,6632763.6,0.06,GE-ГРУЗИЯ,5073996.2,0.04
129,"19-Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",2018,KZ-КАЗАХСТАН,33764232.2,0.26,BY-БЕЛАРУСЬ,31312807.36,0.24,AZ-АЗЕРБАЙДЖАН,8490812.01,0.07,UZ-УЗБЕКИСТАН,8265423.94,0.06,GE-ГРУЗИЯ,6840509.64,0.05
130,"19-Готовые продукты из зерна злаков, муки, крахмала или молока; мучные кондитерские изделия",2019,KZ-КАЗАХСТАН,40955570.58,0.26,BY-БЕЛАРУСЬ,29186993.77,0.19,UZ-УЗБЕКИСТАН,12442632.32,0.08,AZ-АЗЕРБАЙДЖАН,10712442.02,0.07,VN-ВЬЕТНАМ,10397511.4,0.07
